Identifier,Evaluation,True,2-Norm for Adv.-Image
Unknown,3400,True,0.0
Unknown,41179,True,11.600467681884766
Unknown,30687,True,10.109764099121094
Unknown,10192,True,10.686545372009277
Unknown,11191,True,12.047971725463867
Unknown,32801,False,11.953709602355957
Unknown,40038,False,11.528467178344727
Unknown,30476,True,12.09544563293457
Unknown,20133,True,11.61649227142334
Unknown,45907,True,12.171305656433105
Unknown,31719,True,12.131604194641113
Unknown,24382,False,11.576708793640137
Unknown,8940,True,11.959212303161621
Unknown,9288,True,12.160622596740723
Unknown,47621,False,11.968340873718262
Unknown,6153,True,12.144055366516113
Unknown,3345,True,12.161605834960938
Unknown,36604,True,0.0
Unknown,3221,True,12.164591789245605
Unknown,30933,True,0.0
Unknown,35195,True,12.017322540283203
Unknown,25317,True,12.159616470336914
Unknown,31290,True,12.164138793945312
Unknown,23710,False,12.135930061340332
Unknown,37396,True,12.09798812866211
Unknown,24443,False,12.034947395324707
Unknown,5167,False,12.165810585021973
Unknown,1866,False,12.021648406982422
Unknown,9661,True,12.160282135009766
Unknown,38574,True,11.83178424835205
Unknown,38296,True,0.0
Unknown,20817,False,11.761725425720215
Unknown,42086,True,0.0
Unknown,39734,True,0.0
Unknown,44349,False,12.10310173034668
Unknown,26810,True,0.0
Unknown,47525,True,11.591357231140137
Unknown,40394,True,0.0
Unknown,16688,False,11.283947944641113
Unknown,47561,False,11.579822540283203
Unknown,45418,True,12.166956901550293
Unknown,10705,True,12.166632652282715
Unknown,2042,True,0.0
Unknown,613,False,12.168449401855469
Unknown,47436,True,12.007682800292969
Unknown,6122,True,0.0
Unknown,39584,False,11.562235832214355
Unknown,21553,True,0.0
Unknown,11203,True,11.877961158752441
Unknown,12521,True,0.0
Unknown,42430,True,11.13422966003418
Unknown,24959,True,0.0
Unknown,30927,True,12.041178703308105
Unknown,17820,True,0.0
Unknown,26873,True,12.11828899383545
Unknown,43229,True,0.0
Unknown,23127,True,12.078465461730957
Unknown,7555,True,12.140887260437012
Unknown,17260,True,0.0
Unknown,39819,True,0.0
Unknown,11980,True,11.846646308898926
Unknown,4371,False,12.171142578125
Unknown,44946,True,12.171306610107422
Unknown,12178,False,12.101651191711426
Unknown,34773,True,0.0
Unknown,16110,True,12.14716625213623
Unknown,32197,True,0.0
Unknown,7686,True,12.170106887817383
Unknown,20251,True,11.599664688110352
Unknown,33139,True,12.072585105895996
Unknown,23177,False,11.977866172790527
Unknown,33688,True,11.765869140625
Unknown,31189,True,0.0
Unknown,20112,False,11.977934837341309
Unknown,14993,True,12.171141624450684
Unknown,29840,True,0.0
Unknown,34496,True,0.0
Unknown,3740,True,12.126811981201172
Unknown,37680,True,0.0
Unknown,20320,True,0.0
Unknown,1533,False,11.351037979125977
Unknown,42937,True,11.444414138793945
Unknown,24002,True,12.110241889953613
Unknown,17196,True,0.0
Unknown,32789,True,11.978052139282227
Unknown,34487,True,0.0
Unknown,46554,True,11.677643775939941
Unknown,37772,True,12.16800594329834
Unknown,44443,True,0.0
Unknown,11251,True,12.065337181091309
Unknown,19067,True,0.0
Unknown,35480,True,12.168547630310059
Unknown,21324,True,10.345501899719238
Unknown,15764,True,0.0
Unknown,48167,False,12.09831428527832
Unknown,1796,False,12.114270210266113
Unknown,19936,False,12.141424179077148
Unknown,31658,True,0.0
Unknown,11746,True,0.0
Unknown,35086,True,12.121488571166992
AutoAttack,3400,True,0.0
AutoAttack,41179,False,0.0
AutoAttack,30687,True,7.956972599029541
AutoAttack,10192,True,7.914710521697998
AutoAttack,11191,False,0.0
AutoAttack,32801,True,8.783122062683105
AutoAttack,40038,False,8.740106582641602
AutoAttack,30476,True,8.757827758789062
AutoAttack,20133,False,0.0
AutoAttack,45907,True,8.483866691589355
AutoAttack,31719,False,0.0
AutoAttack,24382,True,8.310009002685547
AutoAttack,8940,True,8.434595108032227
AutoAttack,9288,True,8.757600784301758
AutoAttack,47621,True,8.447454452514648
AutoAttack,6153,True,8.421865463256836
AutoAttack,3345,True,8.875399589538574
AutoAttack,36604,True,0.0
AutoAttack,3221,True,8.574021339416504
AutoAttack,30933,True,0.0
AutoAttack,35195,True,8.649221420288086
AutoAttack,25317,True,8.407198905944824
AutoAttack,31290,True,8.411460876464844
AutoAttack,23710,True,8.389508247375488
AutoAttack,37396,False,0.0
AutoAttack,24443,True,8.62283992767334
AutoAttack,5167,True,8.411147117614746
AutoAttack,1866,True,8.581106185913086
AutoAttack,9661,False,0.0
AutoAttack,38574,False,0.0
AutoAttack,38296,True,0.0
AutoAttack,20817,True,8.290657043457031
AutoAttack,42086,True,0.0
AutoAttack,39734,True,0.0
AutoAttack,44349,True,8.648612976074219
AutoAttack,26810,True,0.0
AutoAttack,47525,False,0.0
AutoAttack,40394,True,0.0
AutoAttack,16688,True,8.13117504119873
AutoAttack,47561,True,8.007808685302734
AutoAttack,45418,True,8.360453605651855
AutoAttack,10705,True,8.559545516967773
AutoAttack,2042,True,0.0
AutoAttack,613,True,8.35617446899414
AutoAttack,47436,True,8.345565795898438
AutoAttack,6122,True,0.0
AutoAttack,39584,True,8.41109848022461
AutoAttack,21553,True,0.0
AutoAttack,11203,True,8.167197227478027
AutoAttack,12521,True,0.0
AutoAttack,42430,True,8.217421531677246
AutoAttack,24959,True,0.0
AutoAttack,30927,False,0.0
AutoAttack,17820,True,0.0
AutoAttack,26873,True,8.593048095703125
AutoAttack,43229,True,0.0
AutoAttack,23127,False,0.0
AutoAttack,7555,True,8.233675003051758
AutoAttack,17260,True,0.0
AutoAttack,39819,True,0.0
AutoAttack,11980,False,0.0
AutoAttack,4371,True,8.297606468200684
AutoAttack,44946,False,0.0
AutoAttack,12178,True,8.398289680480957
AutoAttack,34773,True,0.0
AutoAttack,16110,True,8.605562210083008
AutoAttack,32197,True,0.0
AutoAttack,7686,True,8.12091064453125
AutoAttack,20251,True,8.696427345275879
AutoAttack,33139,True,8.41627025604248
AutoAttack,23177,True,8.509723663330078
AutoAttack,33688,False,0.0
AutoAttack,31189,True,0.0
AutoAttack,20112,True,8.375462532043457
AutoAttack,14993,False,0.0
AutoAttack,29840,True,0.0
AutoAttack,34496,True,0.0
AutoAttack,3740,True,8.644881248474121
AutoAttack,37680,True,0.0
AutoAttack,20320,True,0.0
AutoAttack,1533,False,0.0
AutoAttack,42937,False,0.0
AutoAttack,24002,True,8.444755554199219
AutoAttack,17196,True,0.0
AutoAttack,32789,False,0.0
AutoAttack,34487,True,0.0
AutoAttack,46554,True,8.207626342773438
AutoAttack,37772,True,8.363759994506836
AutoAttack,44443,True,0.0
AutoAttack,11251,False,0.0
AutoAttack,19067,True,0.0
AutoAttack,35480,False,0.0
AutoAttack,21324,True,8.37557601928711
AutoAttack,15764,True,0.0
AutoAttack,48167,False,0.0
AutoAttack,1796,False,0.0
AutoAttack,19936,True,8.584742546081543
AutoAttack,31658,True,0.0
AutoAttack,11746,True,0.0
AutoAttack,35086,True,8.291281700134277
DIFGSM,3400,True,0.0
DIFGSM,41179,True,8.816875457763672
DIFGSM,30687,True,8.256068229675293
DIFGSM,10192,True,8.462738990783691
DIFGSM,11191,True,9.107926368713379
DIFGSM,32801,True,9.050634384155273
DIFGSM,40038,True,9.24088191986084
DIFGSM,30476,True,9.232917785644531
DIFGSM,20133,True,8.787997245788574
DIFGSM,45907,True,9.270109176635742
DIFGSM,31719,True,9.412675857543945
DIFGSM,24382,True,9.298897743225098
DIFGSM,8940,True,9.0794677734375
DIFGSM,9288,True,9.179030418395996
DIFGSM,47621,True,9.353348731994629
DIFGSM,6153,True,9.270903587341309
DIFGSM,3345,True,9.367501258850098
DIFGSM,36604,True,0.0
DIFGSM,3221,True,9.38150691986084
DIFGSM,30933,True,0.0
DIFGSM,35195,True,9.356465339660645
DIFGSM,25317,True,9.080927848815918
DIFGSM,31290,True,9.026638984680176
DIFGSM,23710,True,8.95534610748291
DIFGSM,37396,True,8.929122924804688
DIFGSM,24443,True,8.899033546447754
DIFGSM,5167,True,8.998411178588867
DIFGSM,1866,True,9.230491638183594
DIFGSM,9661,True,9.14339542388916
DIFGSM,38574,True,8.577813148498535
DIFGSM,38296,True,0.0
DIFGSM,20817,True,9.077991485595703
DIFGSM,42086,True,0.0
DIFGSM,39734,True,0.0
DIFGSM,44349,True,9.497252464294434
DIFGSM,26810,True,0.0
DIFGSM,47525,True,9.046029090881348
DIFGSM,40394,True,0.0
DIFGSM,16688,True,8.677172660827637
DIFGSM,47561,True,8.535658836364746
DIFGSM,45418,True,9.18143367767334
DIFGSM,10705,True,9.391128540039062
DIFGSM,2042,True,0.0
DIFGSM,613,True,9.070003509521484
DIFGSM,47436,True,9.136180877685547
DIFGSM,6122,True,0.0
DIFGSM,39584,True,8.913307189941406
DIFGSM,21553,True,0.0
DIFGSM,11203,True,8.811522483825684
DIFGSM,12521,True,0.0
DIFGSM,42430,True,8.917847633361816
DIFGSM,24959,True,0.0
DIFGSM,30927,True,9.040175437927246
DIFGSM,17820,True,0.0
DIFGSM,26873,True,9.165752410888672
DIFGSM,43229,True,0.0
DIFGSM,23127,True,9.244160652160645
DIFGSM,7555,True,8.984883308410645
DIFGSM,17260,True,0.0
DIFGSM,39819,True,0.0
DIFGSM,11980,True,8.544519424438477
DIFGSM,4371,True,8.949688911437988
DIFGSM,44946,True,8.697551727294922
DIFGSM,12178,True,8.991094589233398
DIFGSM,34773,True,0.0
DIFGSM,16110,True,9.244080543518066
DIFGSM,32197,True,0.0
DIFGSM,7686,True,8.84534740447998
DIFGSM,20251,True,8.908845901489258
DIFGSM,33139,True,9.152191162109375
DIFGSM,23177,True,9.154258728027344
DIFGSM,33688,True,8.683062553405762
DIFGSM,31189,True,0.0
DIFGSM,20112,True,8.989958763122559
DIFGSM,14993,True,8.785927772521973
DIFGSM,29840,True,0.0
DIFGSM,34496,True,0.0
DIFGSM,3740,True,9.402071952819824
DIFGSM,37680,True,0.0
DIFGSM,20320,True,0.0
DIFGSM,1533,True,8.77463150024414
DIFGSM,42937,True,8.759481430053711
DIFGSM,24002,True,9.247894287109375
DIFGSM,17196,True,0.0
DIFGSM,32789,True,9.094490051269531
DIFGSM,34487,True,0.0
DIFGSM,46554,True,8.904269218444824
DIFGSM,37772,True,8.929569244384766
DIFGSM,44443,True,0.0
DIFGSM,11251,True,9.058794021606445
DIFGSM,19067,True,0.0
DIFGSM,35480,True,9.59455680847168
DIFGSM,21324,True,8.592103958129883
DIFGSM,15764,True,0.0
DIFGSM,48167,True,9.145873069763184
DIFGSM,1796,True,9.138764381408691
DIFGSM,19936,True,9.265423774719238
DIFGSM,31658,True,0.0
DIFGSM,11746,True,0.0
DIFGSM,35086,True,8.943121910095215
MIFGSM,3400,True,0.0
MIFGSM,41179,True,8.993932723999023
MIFGSM,30687,True,8.573455810546875
MIFGSM,10192,True,8.791248321533203
MIFGSM,11191,True,9.633797645568848
MIFGSM,32801,True,9.614588737487793
MIFGSM,40038,True,9.696401596069336
MIFGSM,30476,True,9.528448104858398
MIFGSM,20133,True,9.182583808898926
MIFGSM,45907,True,9.451579093933105
MIFGSM,31719,True,9.895259857177734
MIFGSM,24382,True,9.64130687713623
MIFGSM,8940,True,9.505733489990234
MIFGSM,9288,True,9.282350540161133
MIFGSM,47621,True,9.826191902160645
MIFGSM,6153,True,9.666717529296875
MIFGSM,3345,True,9.600605010986328
MIFGSM,36604,True,0.0
MIFGSM,3221,True,9.947457313537598
MIFGSM,30933,True,0.0
MIFGSM,35195,True,9.93220329284668
MIFGSM,25317,True,9.322150230407715
MIFGSM,31290,True,9.280388832092285
MIFGSM,23710,True,9.466654777526855
MIFGSM,37396,True,9.299060821533203
MIFGSM,24443,True,9.60931396484375
MIFGSM,5167,True,9.253867149353027
MIFGSM,1866,True,9.82431697845459
MIFGSM,9661,True,9.510307312011719
MIFGSM,38574,True,8.84684944152832
MIFGSM,38296,True,0.0
MIFGSM,20817,True,9.566069602966309
MIFGSM,42086,True,0.0
MIFGSM,39734,True,0.0
MIFGSM,44349,True,10.004424095153809
MIFGSM,26810,True,0.0
MIFGSM,47525,True,9.701170921325684
MIFGSM,40394,True,0.0
MIFGSM,16688,True,8.992837905883789
MIFGSM,47561,True,8.911162376403809
MIFGSM,45418,True,9.358509063720703
MIFGSM,10705,True,9.749117851257324
MIFGSM,2042,True,0.0
MIFGSM,613,True,9.17621898651123
MIFGSM,47436,True,9.446585655212402
MIFGSM,6122,True,0.0
MIFGSM,39584,True,9.11618709564209
MIFGSM,21553,True,0.0
MIFGSM,11203,True,9.074995994567871
MIFGSM,12521,True,0.0
MIFGSM,42430,True,9.251052856445312
MIFGSM,24959,True,0.0
MIFGSM,30927,True,9.471659660339355
MIFGSM,17820,True,0.0
MIFGSM,26873,True,9.613218307495117
MIFGSM,43229,True,0.0
MIFGSM,23127,True,9.94869327545166
MIFGSM,7555,True,9.172820091247559
MIFGSM,17260,True,0.0
MIFGSM,39819,True,0.0
MIFGSM,11980,True,8.990574836730957
MIFGSM,4371,True,9.217121124267578
MIFGSM,44946,True,8.82815170288086
MIFGSM,12178,True,9.397472381591797
MIFGSM,34773,True,0.0
MIFGSM,16110,True,9.652250289916992
MIFGSM,32197,True,0.0
MIFGSM,7686,True,9.255471229553223
MIFGSM,20251,True,9.669848442077637
MIFGSM,33139,True,9.15149211883545
MIFGSM,23177,True,9.518315315246582
MIFGSM,33688,True,8.987605094909668
MIFGSM,31189,True,0.0
MIFGSM,20112,True,9.456725120544434
MIFGSM,14993,True,9.15800666809082
MIFGSM,29840,True,0.0
MIFGSM,34496,True,0.0
MIFGSM,3740,True,9.865617752075195
MIFGSM,37680,True,0.0
MIFGSM,20320,True,0.0
MIFGSM,1533,True,9.098630905151367
MIFGSM,42937,True,9.263155937194824
MIFGSM,24002,True,9.454557418823242
MIFGSM,17196,True,0.0
MIFGSM,32789,True,9.636259078979492
MIFGSM,34487,True,0.0
MIFGSM,46554,True,9.287309646606445
MIFGSM,37772,True,9.403687477111816
MIFGSM,44443,True,0.0
MIFGSM,11251,True,9.54250431060791
MIFGSM,19067,True,0.0
MIFGSM,35480,True,10.083213806152344
MIFGSM,21324,True,8.936491012573242
MIFGSM,15764,True,0.0
MIFGSM,48167,True,9.543224334716797
MIFGSM,1796,True,9.53793716430664
MIFGSM,19936,True,9.677886962890625
MIFGSM,31658,True,0.0
MIFGSM,11746,True,0.0
MIFGSM,35086,True,9.202005386352539
RFGSM,3400,True,0.0
RFGSM,41179,True,8.81587028503418
RFGSM,30687,True,8.481943130493164
RFGSM,10192,True,8.70644760131836
RFGSM,11191,True,9.430928230285645
RFGSM,32801,True,9.573062896728516
RFGSM,40038,True,9.496675491333008
RFGSM,30476,True,9.518464088439941
RFGSM,20133,True,9.044356346130371
RFGSM,45907,True,9.306215286254883
RFGSM,31719,True,9.726966857910156
RFGSM,24382,True,9.484931945800781
RFGSM,8940,True,9.402802467346191
RFGSM,9288,True,9.181509017944336
RFGSM,47621,True,9.713091850280762
RFGSM,6153,True,9.59768295288086
RFGSM,3345,True,9.581853866577148
RFGSM,36604,True,0.0
RFGSM,3221,True,9.76707649230957
RFGSM,30933,True,0.0
RFGSM,35195,True,9.835143089294434
RFGSM,25317,True,9.188570976257324
RFGSM,31290,True,9.185702323913574
RFGSM,23710,True,9.391304016113281
RFGSM,37396,True,9.208888053894043
RFGSM,24443,True,9.480164527893066
RFGSM,5167,True,9.130895614624023
RFGSM,1866,True,9.745218276977539
RFGSM,9661,True,9.441071510314941
RFGSM,38574,True,8.782906532287598
RFGSM,38296,True,0.0
RFGSM,20817,True,9.487458229064941
RFGSM,42086,True,0.0
RFGSM,39734,True,0.0
RFGSM,44349,True,9.82796859741211
RFGSM,26810,True,0.0
RFGSM,47525,True,9.567492485046387
RFGSM,40394,True,0.0
RFGSM,16688,True,8.9085054397583
RFGSM,47561,True,8.707802772521973
RFGSM,45418,True,9.178445816040039
RFGSM,10705,True,9.71384048461914
RFGSM,2042,True,0.0
RFGSM,613,True,9.096039772033691
RFGSM,47436,True,9.20853328704834
RFGSM,6122,True,0.0
RFGSM,39584,True,8.955824851989746
RFGSM,21553,True,0.0
RFGSM,11203,True,8.953737258911133
RFGSM,12521,True,0.0
RFGSM,42430,True,9.154886245727539
RFGSM,24959,True,0.0
RFGSM,30927,True,9.35222339630127
RFGSM,17820,True,0.0
RFGSM,26873,True,9.461235046386719
RFGSM,43229,True,0.0
RFGSM,23127,True,9.870226860046387
RFGSM,7555,True,9.205778121948242
RFGSM,17260,True,0.0
RFGSM,39819,True,0.0
RFGSM,11980,True,8.837468147277832
RFGSM,4371,True,9.077865600585938
RFGSM,44946,True,8.762796401977539
RFGSM,12178,True,9.409618377685547
RFGSM,34773,True,0.0
RFGSM,16110,True,9.556731224060059
RFGSM,32197,True,0.0
RFGSM,7686,True,9.27811336517334
RFGSM,20251,True,9.592453956604004
RFGSM,33139,True,9.140838623046875
RFGSM,23177,True,9.420679092407227
RFGSM,33688,True,8.912901878356934
RFGSM,31189,True,0.0
RFGSM,20112,True,9.28555679321289
RFGSM,14993,True,9.062560081481934
RFGSM,29840,True,0.0
RFGSM,34496,True,0.0
RFGSM,3740,True,9.792163848876953
RFGSM,37680,True,0.0
RFGSM,20320,True,0.0
RFGSM,1533,True,9.012920379638672
RFGSM,42937,True,9.154817581176758
RFGSM,24002,True,9.387255668640137
RFGSM,17196,True,0.0
RFGSM,32789,True,9.607610702514648
RFGSM,34487,True,0.0
RFGSM,46554,True,8.967999458312988
RFGSM,37772,True,9.36481761932373
RFGSM,44443,True,0.0
RFGSM,11251,True,9.455212593078613
RFGSM,19067,True,0.0
